#,"Register Name","Register Address","Field Name","Field Bit Position","Default Value",Property,"No Test","Read Data",Result
REGISTER,reg771,0x00001818,,,,,,,
FIELD,,,reg771_f1,[31:28],4'b0,,,,
FIELD,,,reg771_f2,27,1'b0,,,,
FIELD,,,reg771_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg772,0x00001820,,,,,,,
FIELD,,,reg772_f1,[31:30],1'b1,RO,,,
FIELD,,,reg772_f2,[29:15],0,,,,
FIELD,,,reg772_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg773,0x00001828,,,,,,,
FIELD,,,reg773_f1,[31:16],1'b1,,,,
FIELD,,,reg773_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg774,0x00001830,,,,,,,
FIELD,,,reg774_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg775,0x00001838,,,,,,,
FIELD,,,reg775_f1,31,0,,,,
FIELD,,,reg775_f2,[28:26],2,,,,
FIELD,,,reg775_f3,[25:19],83,,,,
FIELD,,,reg775_f4,[18:6],3072,,,,
FIELD,,,reg775_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg776,0x00001840,,,,,,,
FIELD,,,reg776_f1,31,0,,,,
FIELD,,,reg776_f2,30,1,,,,
FIELD,,,reg776_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg777,0x00001848,,,,,,,
FIELD,,,reg777_f1,[31:24],0,WO,,,
FIELD,,,reg777_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg778,0x00001850,,,,,,,
FIELD,,,reg778_f1,[31:22],0,,,,
FIELD,,,reg778_f2,[21:12],0,,,,
FIELD,,,reg778_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg779,0x00001858,,,,,,,
FIELD,,,reg779_f1,31,1,,,,
FIELD,,,reg779_f2,30,1,,,,
FIELD,,,reg779_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg780,0x00001860,,,,,,,
FIELD,,,reg780_f1,[31:30],2'b0,RO,,,
FIELD,,,reg780_f2,29,1,RO,,,
FIELD,,,reg780_f3,28,1,RO,,,
FIELD,,,reg780_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg781,0x00001868,,,,,,,
FIELD,,,reg781_f1,[31:28],4'b0,,,,
FIELD,,,reg781_f2,27,1'b0,,,,
FIELD,,,reg781_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg782,0x00001870,,,,,,,
FIELD,,,reg782_f1,[31:30],1'b1,RO,,,
FIELD,,,reg782_f2,[29:15],0,,,,
FIELD,,,reg782_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg783,0x00001878,,,,,,,
FIELD,,,reg783_f1,[31:16],1'b1,,,,
FIELD,,,reg783_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg784,0x00001880,,,,,,,
FIELD,,,reg784_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg785,0x00001888,,,,,,,
FIELD,,,reg785_f1,31,0,,,,
FIELD,,,reg785_f2,[28:26],2,,,,
FIELD,,,reg785_f3,[25:19],83,,,,
FIELD,,,reg785_f4,[18:6],3072,,,,
FIELD,,,reg785_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg786,0x00001890,,,,,,,
FIELD,,,reg786_f1,31,0,,,,
FIELD,,,reg786_f2,30,1,,,,
FIELD,,,reg786_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg787,0x00001898,,,,,,,
FIELD,,,reg787_f1,[31:24],0,WO,,,
FIELD,,,reg787_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg788,0x000018a0,,,,,,,
FIELD,,,reg788_f1,[31:22],0,,,,
FIELD,,,reg788_f2,[21:12],0,,,,
FIELD,,,reg788_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg789,0x000018a8,,,,,,,
FIELD,,,reg789_f1,31,1,,,,
FIELD,,,reg789_f2,30,1,,,,
FIELD,,,reg789_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg790,0x000018b0,,,,,,,
FIELD,,,reg790_f1,[31:30],2'b0,RO,,,
FIELD,,,reg790_f2,29,1,RO,,,
FIELD,,,reg790_f3,28,1,RO,,,
FIELD,,,reg790_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg791,0x000018b8,,,,,,,
FIELD,,,reg791_f1,[31:28],4'b0,,,,
FIELD,,,reg791_f2,27,1'b0,,,,
FIELD,,,reg791_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg792,0x000018c0,,,,,,,
FIELD,,,reg792_f1,[31:30],1'b1,RO,,,
FIELD,,,reg792_f2,[29:15],0,,,,
FIELD,,,reg792_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg793,0x000018c8,,,,,,,
FIELD,,,reg793_f1,[31:16],1'b1,,,,
FIELD,,,reg793_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg794,0x000018d0,,,,,,,
FIELD,,,reg794_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg795,0x000018d8,,,,,,,
FIELD,,,reg795_f1,31,0,,,,
FIELD,,,reg795_f2,[28:26],2,,,,
FIELD,,,reg795_f3,[25:19],83,,,,
FIELD,,,reg795_f4,[18:6],3072,,,,
FIELD,,,reg795_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg796,0x000018e0,,,,,,,
FIELD,,,reg796_f1,31,0,,,,
FIELD,,,reg796_f2,30,1,,,,
FIELD,,,reg796_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg797,0x000018e8,,,,,,,
FIELD,,,reg797_f1,[31:24],0,WO,,,
FIELD,,,reg797_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg798,0x000018f0,,,,,,,
FIELD,,,reg798_f1,[31:22],0,,,,
FIELD,,,reg798_f2,[21:12],0,,,,
FIELD,,,reg798_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg799,0x000018f8,,,,,,,
FIELD,,,reg799_f1,31,1,,,,
FIELD,,,reg799_f2,30,1,,,,
FIELD,,,reg799_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg800,0x00001900,,,,,,,
FIELD,,,reg800_f1,[31:30],2'b0,RO,,,
FIELD,,,reg800_f2,29,1,RO,,,
FIELD,,,reg800_f3,28,1,RO,,,
FIELD,,,reg800_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg801,0x00001908,,,,,,,
FIELD,,,reg801_f1,[31:28],4'b0,,,,
FIELD,,,reg801_f2,27,1'b0,,,,
FIELD,,,reg801_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg802,0x00001910,,,,,,,
FIELD,,,reg802_f1,[31:30],1'b1,RO,,,
FIELD,,,reg802_f2,[29:15],0,,,,
FIELD,,,reg802_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg803,0x00001918,,,,,,,
FIELD,,,reg803_f1,[31:16],1'b1,,,,
FIELD,,,reg803_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg804,0x00001920,,,,,,,
FIELD,,,reg804_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg805,0x00001928,,,,,,,
FIELD,,,reg805_f1,31,0,,,,
FIELD,,,reg805_f2,[28:26],2,,,,
FIELD,,,reg805_f3,[25:19],83,,,,
FIELD,,,reg805_f4,[18:6],3072,,,,
FIELD,,,reg805_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg806,0x00001930,,,,,,,
FIELD,,,reg806_f1,31,0,,,,
FIELD,,,reg806_f2,30,1,,,,
FIELD,,,reg806_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg807,0x00001938,,,,,,,
FIELD,,,reg807_f1,[31:24],0,WO,,,
FIELD,,,reg807_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg808,0x00001940,,,,,,,
FIELD,,,reg808_f1,[31:22],0,,,,
FIELD,,,reg808_f2,[21:12],0,,,,
FIELD,,,reg808_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg809,0x00001948,,,,,,,
FIELD,,,reg809_f1,31,1,,,,
FIELD,,,reg809_f2,30,1,,,,
FIELD,,,reg809_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg810,0x00001950,,,,,,,
FIELD,,,reg810_f1,[31:30],2'b0,RO,,,
FIELD,,,reg810_f2,29,1,RO,,,
FIELD,,,reg810_f3,28,1,RO,,,
FIELD,,,reg810_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg811,0x00001958,,,,,,,
FIELD,,,reg811_f1,[31:28],4'b0,,,,
FIELD,,,reg811_f2,27,1'b0,,,,
FIELD,,,reg811_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg812,0x00001960,,,,,,,
FIELD,,,reg812_f1,[31:30],1'b1,RO,,,
FIELD,,,reg812_f2,[29:15],0,,,,
FIELD,,,reg812_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg813,0x00001968,,,,,,,
FIELD,,,reg813_f1,[31:16],1'b1,,,,
FIELD,,,reg813_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg814,0x00001970,,,,,,,
FIELD,,,reg814_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg815,0x00001978,,,,,,,
FIELD,,,reg815_f1,31,0,,,,
FIELD,,,reg815_f2,[28:26],2,,,,
FIELD,,,reg815_f3,[25:19],83,,,,
FIELD,,,reg815_f4,[18:6],3072,,,,
FIELD,,,reg815_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg816,0x00001980,,,,,,,
FIELD,,,reg816_f1,31,0,,,,
FIELD,,,reg816_f2,30,1,,,,
FIELD,,,reg816_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg817,0x00001988,,,,,,,
FIELD,,,reg817_f1,[31:24],0,WO,,,
FIELD,,,reg817_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg818,0x00001990,,,,,,,
FIELD,,,reg818_f1,[31:22],0,,,,
FIELD,,,reg818_f2,[21:12],0,,,,
FIELD,,,reg818_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg819,0x00001998,,,,,,,
FIELD,,,reg819_f1,31,1,,,,
FIELD,,,reg819_f2,30,1,,,,
FIELD,,,reg819_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg820,0x000019a0,,,,,,,
FIELD,,,reg820_f1,[31:30],2'b0,RO,,,
FIELD,,,reg820_f2,29,1,RO,,,
FIELD,,,reg820_f3,28,1,RO,,,
FIELD,,,reg820_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg821,0x000019a8,,,,,,,
FIELD,,,reg821_f1,[31:28],4'b0,,,,
FIELD,,,reg821_f2,27,1'b0,,,,
FIELD,,,reg821_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg822,0x000019b0,,,,,,,
FIELD,,,reg822_f1,[31:30],1'b1,RO,,,
FIELD,,,reg822_f2,[29:15],0,,,,
FIELD,,,reg822_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg823,0x000019b8,,,,,,,
FIELD,,,reg823_f1,[31:16],1'b1,,,,
FIELD,,,reg823_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg824,0x000019c0,,,,,,,
FIELD,,,reg824_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg825,0x000019c8,,,,,,,
FIELD,,,reg825_f1,31,0,,,,
FIELD,,,reg825_f2,[28:26],2,,,,
FIELD,,,reg825_f3,[25:19],83,,,,
FIELD,,,reg825_f4,[18:6],3072,,,,
FIELD,,,reg825_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg826,0x000019d0,,,,,,,
FIELD,,,reg826_f1,31,0,,,,
FIELD,,,reg826_f2,30,1,,,,
FIELD,,,reg826_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg827,0x000019d8,,,,,,,
FIELD,,,reg827_f1,[31:24],0,WO,,,
FIELD,,,reg827_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg828,0x000019e0,,,,,,,
FIELD,,,reg828_f1,[31:22],0,,,,
FIELD,,,reg828_f2,[21:12],0,,,,
FIELD,,,reg828_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg829,0x000019e8,,,,,,,
FIELD,,,reg829_f1,31,1,,,,
FIELD,,,reg829_f2,30,1,,,,
FIELD,,,reg829_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg830,0x000019f0,,,,,,,
FIELD,,,reg830_f1,[31:30],2'b0,RO,,,
FIELD,,,reg830_f2,29,1,RO,,,
FIELD,,,reg830_f3,28,1,RO,,,
FIELD,,,reg830_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg831,0x000019f8,,,,,,,
FIELD,,,reg831_f1,[31:28],4'b0,,,,
FIELD,,,reg831_f2,27,1'b0,,,,
FIELD,,,reg831_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg832,0x00001a00,,,,,,,
FIELD,,,reg832_f1,[31:30],1'b1,RO,,,
FIELD,,,reg832_f2,[29:15],0,,,,
FIELD,,,reg832_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg833,0x00001a08,,,,,,,
FIELD,,,reg833_f1,[31:16],1'b1,,,,
FIELD,,,reg833_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg834,0x00001a10,,,,,,,
FIELD,,,reg834_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg835,0x00001a18,,,,,,,
FIELD,,,reg835_f1,31,0,,,,
FIELD,,,reg835_f2,[28:26],2,,,,
FIELD,,,reg835_f3,[25:19],83,,,,
FIELD,,,reg835_f4,[18:6],3072,,,,
FIELD,,,reg835_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg836,0x00001a20,,,,,,,
FIELD,,,reg836_f1,31,0,,,,
FIELD,,,reg836_f2,30,1,,,,
FIELD,,,reg836_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg837,0x00001a28,,,,,,,
FIELD,,,reg837_f1,[31:24],0,WO,,,
FIELD,,,reg837_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg838,0x00001a30,,,,,,,
FIELD,,,reg838_f1,[31:22],0,,,,
FIELD,,,reg838_f2,[21:12],0,,,,
FIELD,,,reg838_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg839,0x00001a38,,,,,,,
FIELD,,,reg839_f1,31,1,,,,
FIELD,,,reg839_f2,30,1,,,,
FIELD,,,reg839_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg840,0x00001a40,,,,,,,
FIELD,,,reg840_f1,[31:30],2'b0,RO,,,
FIELD,,,reg840_f2,29,1,RO,,,
FIELD,,,reg840_f3,28,1,RO,,,
FIELD,,,reg840_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg841,0x00001a48,,,,,,,
FIELD,,,reg841_f1,[31:28],4'b0,,,,
FIELD,,,reg841_f2,27,1'b0,,,,
FIELD,,,reg841_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg842,0x00001a50,,,,,,,
FIELD,,,reg842_f1,[31:30],1'b1,RO,,,
FIELD,,,reg842_f2,[29:15],0,,,,
FIELD,,,reg842_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg843,0x00001a58,,,,,,,
FIELD,,,reg843_f1,[31:16],1'b1,,,,
FIELD,,,reg843_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg844,0x00001a60,,,,,,,
FIELD,,,reg844_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg845,0x00001a68,,,,,,,
FIELD,,,reg845_f1,31,0,,,,
FIELD,,,reg845_f2,[28:26],2,,,,
FIELD,,,reg845_f3,[25:19],83,,,,
FIELD,,,reg845_f4,[18:6],3072,,,,
FIELD,,,reg845_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg846,0x00001a70,,,,,,,
FIELD,,,reg846_f1,31,0,,,,
FIELD,,,reg846_f2,30,1,,,,
FIELD,,,reg846_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg847,0x00001a78,,,,,,,
FIELD,,,reg847_f1,[31:24],0,WO,,,
FIELD,,,reg847_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg848,0x00001a80,,,,,,,
FIELD,,,reg848_f1,[31:22],0,,,,
FIELD,,,reg848_f2,[21:12],0,,,,
FIELD,,,reg848_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg849,0x00001a88,,,,,,,
FIELD,,,reg849_f1,31,1,,,,
FIELD,,,reg849_f2,30,1,,,,
FIELD,,,reg849_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg850,0x00001a90,,,,,,,
FIELD,,,reg850_f1,[31:30],2'b0,RO,,,
FIELD,,,reg850_f2,29,1,RO,,,
FIELD,,,reg850_f3,28,1,RO,,,
FIELD,,,reg850_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg851,0x00001a98,,,,,,,
FIELD,,,reg851_f1,[31:28],4'b0,,,,
FIELD,,,reg851_f2,27,1'b0,,,,
FIELD,,,reg851_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg852,0x00001aa0,,,,,,,
FIELD,,,reg852_f1,[31:30],1'b1,RO,,,
FIELD,,,reg852_f2,[29:15],0,,,,
FIELD,,,reg852_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg853,0x00001aa8,,,,,,,
FIELD,,,reg853_f1,[31:16],1'b1,,,,
FIELD,,,reg853_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg854,0x00001ab0,,,,,,,
FIELD,,,reg854_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg855,0x00001ab8,,,,,,,
FIELD,,,reg855_f1,31,0,,,,
FIELD,,,reg855_f2,[28:26],2,,,,
FIELD,,,reg855_f3,[25:19],83,,,,
FIELD,,,reg855_f4,[18:6],3072,,,,
FIELD,,,reg855_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg856,0x00001ac0,,,,,,,
FIELD,,,reg856_f1,31,0,,,,
FIELD,,,reg856_f2,30,1,,,,
FIELD,,,reg856_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg857,0x00001ac8,,,,,,,
FIELD,,,reg857_f1,[31:24],0,WO,,,
FIELD,,,reg857_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg858,0x00001ad0,,,,,,,
FIELD,,,reg858_f1,[31:22],0,,,,
FIELD,,,reg858_f2,[21:12],0,,,,
FIELD,,,reg858_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg859,0x00001ad8,,,,,,,
FIELD,,,reg859_f1,31,1,,,,
FIELD,,,reg859_f2,30,1,,,,
FIELD,,,reg859_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg860,0x00001ae0,,,,,,,
FIELD,,,reg860_f1,[31:30],2'b0,RO,,,
FIELD,,,reg860_f2,29,1,RO,,,
FIELD,,,reg860_f3,28,1,RO,,,
FIELD,,,reg860_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg861,0x00001ae8,,,,,,,
FIELD,,,reg861_f1,[31:28],4'b0,,,,
FIELD,,,reg861_f2,27,1'b0,,,,
FIELD,,,reg861_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg862,0x00001af0,,,,,,,
FIELD,,,reg862_f1,[31:30],1'b1,RO,,,
FIELD,,,reg862_f2,[29:15],0,,,,
FIELD,,,reg862_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg863,0x00001af8,,,,,,,
FIELD,,,reg863_f1,[31:16],1'b1,,,,
FIELD,,,reg863_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg864,0x00001b00,,,,,,,
FIELD,,,reg864_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg865,0x00001b08,,,,,,,
FIELD,,,reg865_f1,31,0,,,,
FIELD,,,reg865_f2,[28:26],2,,,,
FIELD,,,reg865_f3,[25:19],83,,,,
FIELD,,,reg865_f4,[18:6],3072,,,,
FIELD,,,reg865_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg866,0x00001b10,,,,,,,
FIELD,,,reg866_f1,31,0,,,,
FIELD,,,reg866_f2,30,1,,,,
FIELD,,,reg866_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg867,0x00001b18,,,,,,,
FIELD,,,reg867_f1,[31:24],0,WO,,,
FIELD,,,reg867_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg868,0x00001b20,,,,,,,
FIELD,,,reg868_f1,[31:22],0,,,,
FIELD,,,reg868_f2,[21:12],0,,,,
FIELD,,,reg868_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg869,0x00001b28,,,,,,,
FIELD,,,reg869_f1,31,1,,,,
FIELD,,,reg869_f2,30,1,,,,
FIELD,,,reg869_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg870,0x00001b30,,,,,,,
FIELD,,,reg870_f1,[31:30],2'b0,RO,,,
FIELD,,,reg870_f2,29,1,RO,,,
FIELD,,,reg870_f3,28,1,RO,,,
FIELD,,,reg870_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg871,0x00001b38,,,,,,,
FIELD,,,reg871_f1,[31:28],4'b0,,,,
FIELD,,,reg871_f2,27,1'b0,,,,
FIELD,,,reg871_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg872,0x00001b40,,,,,,,
FIELD,,,reg872_f1,[31:30],1'b1,RO,,,
FIELD,,,reg872_f2,[29:15],0,,,,
FIELD,,,reg872_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg873,0x00001b48,,,,,,,
FIELD,,,reg873_f1,[31:16],1'b1,,,,
FIELD,,,reg873_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg874,0x00001b50,,,,,,,
FIELD,,,reg874_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg875,0x00001b58,,,,,,,
FIELD,,,reg875_f1,31,0,,,,
FIELD,,,reg875_f2,[28:26],2,,,,
FIELD,,,reg875_f3,[25:19],83,,,,
FIELD,,,reg875_f4,[18:6],3072,,,,
FIELD,,,reg875_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg876,0x00001b60,,,,,,,
FIELD,,,reg876_f1,31,0,,,,
FIELD,,,reg876_f2,30,1,,,,
FIELD,,,reg876_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg877,0x00001b68,,,,,,,
FIELD,,,reg877_f1,[31:24],0,WO,,,
FIELD,,,reg877_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg878,0x00001b70,,,,,,,
FIELD,,,reg878_f1,[31:22],0,,,,
FIELD,,,reg878_f2,[21:12],0,,,,
FIELD,,,reg878_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg879,0x00001b78,,,,,,,
FIELD,,,reg879_f1,31,1,,,,
FIELD,,,reg879_f2,30,1,,,,
FIELD,,,reg879_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg880,0x00001b80,,,,,,,
FIELD,,,reg880_f1,[31:30],2'b0,RO,,,
FIELD,,,reg880_f2,29,1,RO,,,
FIELD,,,reg880_f3,28,1,RO,,,
FIELD,,,reg880_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg881,0x00001b88,,,,,,,
FIELD,,,reg881_f1,[31:28],4'b0,,,,
FIELD,,,reg881_f2,27,1'b0,,,,
FIELD,,,reg881_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg882,0x00001b90,,,,,,,
FIELD,,,reg882_f1,[31:30],1'b1,RO,,,
FIELD,,,reg882_f2,[29:15],0,,,,
FIELD,,,reg882_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg883,0x00001b98,,,,,,,
FIELD,,,reg883_f1,[31:16],1'b1,,,,
FIELD,,,reg883_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg884,0x00001ba0,,,,,,,
FIELD,,,reg884_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg885,0x00001ba8,,,,,,,
FIELD,,,reg885_f1,31,0,,,,
FIELD,,,reg885_f2,[28:26],2,,,,
FIELD,,,reg885_f3,[25:19],83,,,,
FIELD,,,reg885_f4,[18:6],3072,,,,
FIELD,,,reg885_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg886,0x00001bb0,,,,,,,
FIELD,,,reg886_f1,31,0,,,,
FIELD,,,reg886_f2,30,1,,,,
FIELD,,,reg886_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg887,0x00001bb8,,,,,,,
FIELD,,,reg887_f1,[31:24],0,WO,,,
FIELD,,,reg887_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg888,0x00001bc0,,,,,,,
FIELD,,,reg888_f1,[31:22],0,,,,
FIELD,,,reg888_f2,[21:12],0,,,,
FIELD,,,reg888_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg889,0x00001bc8,,,,,,,
FIELD,,,reg889_f1,31,1,,,,
FIELD,,,reg889_f2,30,1,,,,
FIELD,,,reg889_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg890,0x00001bd0,,,,,,,
FIELD,,,reg890_f1,[31:30],2'b0,RO,,,
FIELD,,,reg890_f2,29,1,RO,,,
FIELD,,,reg890_f3,28,1,RO,,,
FIELD,,,reg890_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg891,0x00001bd8,,,,,,,
FIELD,,,reg891_f1,[31:28],4'b0,,,,
FIELD,,,reg891_f2,27,1'b0,,,,
FIELD,,,reg891_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg892,0x00001be0,,,,,,,
FIELD,,,reg892_f1,[31:30],1'b1,RO,,,
FIELD,,,reg892_f2,[29:15],0,,,,
FIELD,,,reg892_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg893,0x00001be8,,,,,,,
FIELD,,,reg893_f1,[31:16],1'b1,,,,
FIELD,,,reg893_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg894,0x00001bf0,,,,,,,
FIELD,,,reg894_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg895,0x00001bf8,,,,,,,
FIELD,,,reg895_f1,31,0,,,,
FIELD,,,reg895_f2,[28:26],2,,,,
FIELD,,,reg895_f3,[25:19],83,,,,
FIELD,,,reg895_f4,[18:6],3072,,,,
FIELD,,,reg895_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg896,0x00001c00,,,,,,,
FIELD,,,reg896_f1,31,0,,,,
FIELD,,,reg896_f2,30,1,,,,
FIELD,,,reg896_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg897,0x00001c08,,,,,,,
FIELD,,,reg897_f1,[31:24],0,WO,,,
FIELD,,,reg897_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg898,0x00001c10,,,,,,,
FIELD,,,reg898_f1,[31:22],0,,,,
FIELD,,,reg898_f2,[21:12],0,,,,
FIELD,,,reg898_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg899,0x00001c18,,,,,,,
FIELD,,,reg899_f1,31,1,,,,
FIELD,,,reg899_f2,30,1,,,,
